FBgn0026562	43868.5455480573	-2.38255375304794	0.0835225231263837	-28.5258833649306	5.59510659347707e-179	4.84032671401702e-175
FBgn0039155	735.939136596636	-4.07674246605722	0.144657905723644	-28.1819541466712	9.73174434919361e-175	2.80631067882913e-171
FBgn0003360	4392.7577141093	-2.99542318408683	0.106239999059916	-28.1948720876542	6.75849189970665e-175	2.80631067882913e-171
FBgn0025111	1508.08707143002	2.6803835034672	0.0992245312643699	27.0133148457582	1.03100951592471e-160	2.22981583056617e-157
FBgn0029167	3663.82173154691	-2.11124928853084	0.0911704728081718	-23.1571606848309	1.23126722910346e-118	2.13033855979481e-115
FBgn0039827	265.07817718924	-3.37069793823606	0.169769330544757	-19.8545751898777	1.00609692837863e-87	1.45062408790058e-84
FBgn0035085	644.366837429722	-2.418618419232	0.121932427323997	-19.8357276428632	1.46382929848511e-87	1.80908389445639e-84
FBgn0264475	650.947679886028	-2.31429990152406	0.131223751014265	-17.6362882758356	1.29705950411124e-69	1.40260772125829e-66
FBgn0034736	222.308995848072	-2.92757215646614	0.171225309801882	-17.0977769574692	1.54173872610343e-65	1.4819535243912e-62
FBgn0000071	322.085805028094	2.33699940164742	0.144138800736703	16.2135343828509	4.04614943737725e-59	3.50032387827506e-56
FBgn0029896	477.291034028138	-2.1748662145597	0.137603340900504	-15.8053300183479	2.85889263567797e-56	2.24838910829547e-53
FBgn0038832	290.155365602645	-2.28372207623921	0.166853803528244	-13.6869644440119	1.21479115142994e-42	8.75763187585037e-40
FBgn0027279	2946.64213921217	-1.16269191876214	0.0860494833773824	-13.5118988880268	1.33044932839134e-41	8.85362856916422e-39
FBgn0035189	207.86310008807	2.35990537059714	0.182328597404074	12.9431444337125	2.56895527608697e-38	1.58743086381631e-35
FBgn0001226	1188.39103759586	1.55764685857491	0.123521824619971	12.6102967096478	1.85294109339811e-36	1.0686528932658e-33
FBgn0040091	1090.94411316351	-1.46340061438253	0.116293333838956	-12.5837016282383	2.59575596990755e-36	1.40349280597939e-33
FBgn0040099	858.740248668437	-1.63623036756733	0.130118861161248	-12.5748900118304	2.902039080415e-36	1.47679647556884e-33
FBgn0023479	3098.55704032873	-1.43344793545612	0.115450180963136	-12.4161601436886	2.13568392582959e-35	1.0264334245751e-32
FBgn0264753	114.967338028304	-2.43091707618949	0.196412549680415	-12.376587342025	3.49907346464316e-35	1.59318339698042e-32
FBgn0011260	196.142303063605	1.93650452760256	0.157112392262671	12.3256001624937	6.59506321079201e-35	2.85269459182808e-32
FBgn0039419	1812.12278905736	-1.11684352842784	0.091208486663145	-12.2449518601554	1.78783133957469e-34	7.36501377079079e-32
FBgn0262733	371.009528424049	1.82613315137594	0.153884797187807	11.8668847394148	1.75896212230137e-32	6.91671878183144e-30
FBgn0261552	6035.53705762537	-1.61734618601247	0.137034410365027	-11.8024821773177	3.78965376075108e-32	1.42540411670685e-29
FBgn0033913	5118.11723962841	-1.12623017296764	0.0969027092889468	-11.6222774495336	3.1755642775834e-31	1.14465860689058e-28
FBgn0037754	218.39337298169	-1.96113655452061	0.170096247066574	-11.52956980734	9.36102999655842e-31	3.23929082000908e-28
FBgn0085359	68.0989508465214	-2.60560460465746	0.226819622920894	-11.4875625446489	1.52350033781433e-30	5.069154393243e-28
